fid,lo_tp_quad,lo_tp_lote,SQL,IPTU22_QtdProprietarios,IPTU22_AnoConstrucaoCorrigido,IPTU22_AreaTerreno,IPTU22_AreaConstruida,IPTU22_AreaOcupada,IPTU22_CA,IPTU22_QtdPavimentos,IPTU22_QtdEsquinas,IPTU22_TipoTerreno,IPTU22_Testada,IPTU_Progressivo,PEUC,Tombado,Ocupado,Publico,UnicoDono,Tipologia
"7221",F,F,"0080500153","1","0","771.0","0.0","0.0","0","0","1.0",De esquina,"22,44",Não,Não,Não,Não,Não,Sim,Terreno
"7222",F,F,"0080500152","1","0","2345.0","0.0","0.0","0","0","1.0",De esquina,"55,25",Não,Não,Não,Não,Sim,Sim,Terreno
"7225",F,F,"0080500154","1","0","1158.0","0.0","0.0","0","0","1.0",De esquina,"39,40",Não,Não,Não,Não,Sim,Sim,Terreno
"7226",F,F,"0010200484","1","0","14184.0","0.0","0.0","0","0","1.0",De esquina,"183,34",Não,Não,Não,Não,Não,Sim,Terreno
"7227",F,F,"0050170747","1","0","2749.0","0.0","0.0","0","0","2.0",De duas ou mais,"74,87",Não,Não,Não,Não,Não,Sim,Terreno
"7230",F,F,"0080600000","2","1939","68.0","70.0","66.0","20","30","0.0",Normal,"6,00",Não,Não,Não,Não,Não,Não,Não Residencial
"7231",F,F,"0060090170","1","1961","378.0","2575.0","378.0","68","80","0.0",Normal,"9,60",Não,Não,Não,Não,Não,Sim,Não Residencial
"7234",F,F,"0010540008","1","1972","281.0","924.0","270.0","33","40","2.0",De duas ou mais,"19,70",Não,Não,Não,Não,Sim,Sim,Não Residencial
"7235",F,F,"0010380013","1","0","75.0","0.0","0.0","0","0","0.0",Normal,"30,00",Não,Não,Não,Não,Sim,Sim,Terreno
"7236",F,F,"0010540006","1","1983","247.0","1130.0","180.0","46","30","2.0",De duas ou mais,"15,60",Não,Não,Não,Sim,Sim,Sim,Não Residencial
"7238",F,F,"0010540227","1","1990","541.0","13.0","13.0","0","10","2.0",De duas ou mais,"35,85",Não,Não,Não,Não,Sim,Sim,Não Residencial
"7239",F,F,"0010540204","1","1968","361.0","1055.0","361.0","29","30","2.0",De duas ou mais,"23,05",Não,Não,Não,Sim,Sim,Sim,Não Residencial
"7241",F,F,"0010540228","1","1983","231.0","329.0","231.0","14","20","2.0",De esquina,"0,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"7243",F,F,"0010190392","1","0","104.0","0.0","0.0","0","0","0.0",Lote encravado,"0,00",Não,Não,Não,Não,Não,Sim,Terreno
"7244",F,F,"0010190039","1","1959","75.0","70.0","70.0","9","10","0.0",Normal,"4,60",Não,Não,Não,Não,Não,Sim,Não Residencial
"7246",F,F,"0010190041","1","1966","462.0","3240.0","410.0","70","70","0.0",Normal,"15,35",Não,Não,Não,Não,Sim,Sim,Não Residencial
"7247",F,F,"0010190040","1","1959","75.0","70.0","70.0","9","10","0.0",Normal,"4,85",Não,Não,Não,Não,Não,Sim,Não Residencial
"7248",F,F,"0080750000","1","1970","124.0","84.0","120.0","13","40","0.0",Normal,"6,90",Não,Não,Não,Não,Não,Sim,Uso Misto
"7249",F,F,"0010190082","1","1975","2080.0","6214.0","1224.0","30","70","0.0",Normal,"26,10",Não,Não,Não,Não,Não,Sim,Uso Misto
"7250",F,F,"0010190038","1","1960","416.0","898.0","416.0","22","20","1.0",De esquina,"13,10",Não,Não,Em processo,Não,Não,Sim,Não Residencial
"7251",F,F,"0080750042","1","1944","477.0","1040.0","350.0","22","30","0.0",Normal,"14,90",Não,Não,Não,Não,Não,Sim,Não Residencial
"7252",F,F,"0060640047","1","1989","4567.0","34888.0","4567.0","76","230","0.0",Normal,"108,82",Não,Não,Sim,Não,Não,Sim,Não Residencial
"7253",F,F,"0060640000","1","1961","712.0","376.0","600.0","16","220","0.0",Normal,"19,12",Não,Não,Sim,Não,Não,Sim,Não Residencial
"7254",F,F,"0060640000","1","1961","712.0","376.0","600.0","16","220","0.0",Normal,"19,12",Não,Não,Sim,Não,Não,Sim,Não Residencial
"7255",F,F,"0060640000","1","1961","712.0","376.0","600.0","16","220","0.0",Normal,"19,12",Não,Não,Sim,Não,Não,Sim,Não Residencial
"7256",F,F,"0050160000","1","1988","590.0","65.0","260.0","1","140","0.0",Normal,"12,95",Não,Não,Sim,Não,Não,Sim,Residencial
"7257",F,F,"0050160018","1","1929","60.0","60.0","60.0","10","10","0.0",Normal,"5,80",Não,Não,Não,Não,Não,Sim,Residencial
"7259",F,F,"0050350000","1","1969","685.0","125.0","657.0","4","120","1.0",De esquina,"46,13",Não,Não,Sim,Não,Não,Sim,Não Residencial
"7266",F,F,"0050170748","1","1943","1086.0","378.0","198.0","3","20","0.0",Normal,"26,54",Não,Não,Não,Não,Não,Sim,Não Residencial
"7270",F,F,"0060130000","1","1984","2107.0","2045.0","2086.0","29","140","1.0",De esquina,"45,28",Não,Não,Não,Não,Não,Sim,Não Residencial
"7275",F,F,"0060150751","1","1954","305.0","1564.0","302.0","51","40","1.0",De esquina,"45,40",Não,Não,Não,Não,Não,Sim,Não Residencial
"7278",F,F,"0070860000","1","1979","1261.0","632.0","1241.0","15","140","1.0",De esquina,"37,00",Não,Não,Sim,Não,Não,Sim,Não Residencial
"7281",F,F,"0070820000","2","1962","324.0","294.0","250.0","18","120","2.0",De duas ou mais,"14,80",Não,Não,Não,Não,Não,Não,Uso Misto
"7282",F,F,"0080740000","1","1973","608.0","417.0","500.0","14","90","0.0",Normal,"18,15",Não,Não,Não,Não,Não,Sim,Não Residencial
"7283",F,F,"0070680000","2","1973","436.0","249.0","350.0","17","90","2.0",De duas ou mais,"20,65",Não,Não,Não,Não,Não,Não,Não Residencial
"7284",F,F,"0060390000","1","1954","450.0","189.0","350.0","4","40","0.0",Normal,"15,00",Não,Não,Sim,Não,Não,Sim,Residencial
"7285",F,F,"0010550000","1","1973","252.0","236.0","252.0","9","90","0.0",Normal,"19,26",Não,Não,Não,Não,Não,Sim,Não Residencial
"7287",F,F,"0080720000","2","1962","233.0","62.0","200.0","5","100","1.0",De esquina,"26,40",Não,Não,Não,Não,Não,Não,Uso Misto
"7293",F,F,"0010530570","1","0","2263.0","0.0","0.0","0","0","0.0",Normal,"38,90",Não,Não,Não,Não,Não,Sim,Terreno
"7296",F,F,"0010470000","4","1978","2056.0","182.0","1882.0","4","450","0.0",Normal,"49,27",Não,Não,Não,Não,Não,Não,Uso Misto
"7297",F,F,"0060070413","1","1977","810.0","14146.0","810.0","175","220","1.0",De esquina,"47,87",Não,Não,Sim,Não,Não,Sim,Não Residencial
"7298",F,F,"0060150000","2","1940","363.0","226.0","300.0","12","110","0.0",Normal,"23,00",Não,Não,Sim,Não,Não,Não,Não Residencial
"7299",F,F,"0080600027","1","1929","80.0","60.0","60.0","8","10","0.0",Terreno interno,"5,00",Não,Não,Não,Não,Não,Sim,Residencial
"7300",F,F,"0070830065","1","1954","203.0","1750.0","200.0","86","80","1.0",De esquina,"17,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"7301",F,F,"0060510041","1","1939","204.0","150.0","50.0","7","30","0.0",Normal,"5,80",Não,Não,Não,Não,Não,Sim,Não Residencial
"7302",F,F,"0080720041","1","1971","947.0","1814.0","798.0","19","20","0.0",Normal,"18,60",Não,Não,Não,Não,Não,Sim,Não Residencial
"7303",F,F,"0060480053","1","1944","994.0","1200.0","400.0","12","30","0.0",Normal,"13,25",Não,Não,Não,Não,Não,Sim,Não Residencial
"7304",F,F,"0060560073","1","1939","75.0","120.0","60.0","16","20","0.0",Normal,"6,00",Não,Não,Sim,Não,Não,Sim,Residencial
"7305",F,F,"0070820003","1","1953","174.0","320.0","160.0","18","20","0.0",Normal,"6,45",Não,Não,Não,Não,Não,Sim,Não Residencial
"7306",F,F,"0060580005","1","1962","162.0","251.0","150.0","15","20","2.0",De duas ou mais,"14,25",Não,Não,Não,Não,Não,Sim,Não Residencial
"7307",F,F,"0080750038","1","1970","213.0","800.0","200.0","38","30","0.0",Normal,"12,20",Não,Não,Não,Não,Não,Sim,Não Residencial
"7310",F,F,"0060510032","1","1984","204.0","512.0","198.0","25","20","1.0",De esquina,"7,18",Não,Não,Não,Não,Não,Sim,Não Residencial
"7311",F,F,"0010580000","2","1965","370.0","239.0","354.0","13","50","2.0",De duas ou mais,"25,80",Não,Não,Sim,Não,Não,Não,Uso Misto
"7313",F,F,"0070510856","1","1963","464.0","3067.0","435.0","66","80","1.0",De esquina,"32,34",Não,Não,Não,Não,Não,Sim,Não Residencial
"7314",F,F,"0060400008","1","1989","413.0","200.0","200.0","5","10","0.0",Normal,"8,80",Não,Não,Não,Não,Não,Sim,Uso Misto
"7315",F,F,"0080890028","1","1939","92.0","80.0","80.0","9","10","0.0",Normal,"6,40",Não,Não,Em processo,Não,Não,Sim,Não Residencial
"7316",F,F,"0070600915","1","1959","65.0","65.0","65.0","10","10","0.0",Normal,"5,90",Não,Não,Não,Não,Não,Sim,Não Residencial
"7317",F,F,"0010550004","1","1946","666.0","3690.0","666.0","55","70","0.0",Normal,"16,00",Não,Não,Sim,Sim,Não,Sim,Não Residencial
"7318",F,F,"0060120000","2","1966","369.0","239.0","300.0","13","110","0.0",Normal,"14,90",Não,Não,Não,Não,Não,Não,Uso Misto
"7321",F,F,"0080540057","1","1947","132.0","225.0","120.0","17","20","0.0",Normal,"5,95",Não,Não,Não,Não,Não,Sim,Não Residencial
"7322",F,F,"0060720000","4","1970","694.0","107.0","450.0","6","190","1.0",De esquina,"22,50",Não,Não,Não,Não,Não,Não,Uso Misto
"7323",F,F,"0060220044","1","1944","166.0","200.0","100.0","12","20","0.0",Normal,"5,10",Não,Não,Não,Não,Não,Sim,Não Residencial
"7324",F,F,"0070670018","1","1951","210.0","394.0","196.0","19","20","0.0",Normal,"7,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"7329",F,F,"0070520073","1","1971","206.0","120.0","120.0","6","10","0.0",Normal,"6,10",Não,Não,Não,Não,Não,Sim,Não Residencial
"7330",F,F,"0080530004","1","1954","448.0","2955.0","418.0","66","60","2.0",De esquina,"0,00",Não,Não,Sim,Não,Não,Sim,Não Residencial
"7331",F,F,"0070690019","1","0","827.0","0.0","0.0","0","0","2.0",De duas ou mais,"28,35",Não,Não,Não,Não,Não,Sim,Terreno
"7332",F,F,"0070500312","1","1970","309.0","650.0","200.0","21","30","0.0",Normal,"10,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"7333",F,F,"0060510039","1","1963","228.0","280.0","200.0","12","20","0.0",Normal,"8,65",Não,Não,Não,Não,Não,Sim,Residencial
"7334",F,F,"0060070000","2","1963","751.0","412.0","700.0","11","160","0.0",Normal,"15,85",Não,Não,Sim,Não,Não,Não,Não Residencial
"7335",F,F,"0080810000","3","1975","918.0","1710.0","450.0","56","140","1.0",De esquina,"34,00",Não,Não,Sim,Não,Não,Não,Uso Misto
"7337",F,F,"0070680019","1","1958","162.0","314.0","157.0","19","20","0.0",Normal,"6,75",Não,Não,Não,Não,Não,Sim,Não Residencial
"7338",F,F,"0060480010","1","1946","400.0","592.0","300.0","15","20","2.0",De duas ou mais,"16,00",Não,Não,Sim,Não,Não,Sim,Uso Misto
"7339",F,F,"0060170045","1","1944","232.0","1160.0","232.0","50","60","1.0",De esquina,"34,10",Não,Não,Sim,Não,Não,Sim,Não Residencial
"7340",F,F,"0070680020","1","1973","162.0","194.0","150.0","12","10","0.0",Normal,"6,75",Não,Não,Não,Não,Não,Sim,Não Residencial
"7341",F,F,"0080630000","2","1970","391.0","221.0","350.0","11","60","0.0",Normal,"11,50",Não,Não,Não,Não,Não,Não,Uso Misto
"7342",F,F,"0060170001","1","1943","320.0","560.0","280.0","18","20","0.0",Normal,"9,70",Não,Não,Não,Não,Não,Sim,Não Residencial
"7344",F,F,"0060550000","2","1957","380.0","78.0","200.0","4","90","1.0",De esquina,"17,50",Não,Não,Sim,Não,Não,Não,Uso Misto
"7345",F,F,"0080610000","2","1966","450.0","95.0","380.0","4","120","0.0",Normal,"16,92",Não,Não,Sim,Não,Não,Não,Uso Misto
"7346",F,F,"0060090014","1","1966","288.0","2400.0","258.0","83","110","0.0",Normal,"7,20",Não,Não,Não,Não,Não,Sim,Não Residencial
"7347",F,F,"0070590021","1","1977","400.0","674.0","315.0","17","20","0.0",Normal,"10,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"7348",F,F,"0070710012","1","1939","150.0","1700.0","150.0","113","110","0.0",Normal,"12,51",Não,Não,Não,Não,Não,Sim,Não Residencial
"7349",F,F,"0080780000","2","1971","240.0","136.0","230.0","17","70","0.0",Normal,"5,10",Não,Não,Não,Não,Não,Não,Uso Misto
"7350",F,F,"0070590022","1","1981","195.0","178.0","178.0","9","10","0.0",Normal,"6,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"7351",F,F,"0060560000","1","1956","405.0","370.0","334.0","18","50","1.0",De esquina,"22,80",Não,Não,Sim,Não,Não,Sim,Uso Misto
"7352",F,F,"0080810014","1","1953","248.0","500.0","230.0","20","20","0.0",Normal,"8,25",Não,Não,Sim,Não,Não,Sim,Não Residencial
"7353",F,F,"0080550000","2","1970","1430.0","107.0","1330.0","1","20","1.0",De esquina,"44,00",Não,Não,Não,Não,Não,Não,Não Residencial
"7354",F,F,"0060400021","1","1944","210.0","340.0","170.0","16","20","0.0",Normal,"7,00",Não,Não,Não,Não,Não,Sim,Residencial
"7355",F,F,"0050350009","1","1983","870.0","1609.0","870.0","18","20","2.0",De duas ou mais,"39,08",Não,Não,Não,Não,Não,Sim,Não Residencial
"7356",F,F,"0060470085","1","1939","59.0","70.0","59.0","12","10","0.0",Terreno interno,"9,00",Não,Não,Não,Não,Não,Sim,Residencial
"7357",F,F,"0060210000","2","1950","483.0","125.0","380.0","5","80","1.0",De esquina,"23,30",Não,Não,Não,Não,Não,Não,Uso Misto
"7358",F,F,"0060210002","1","1965","785.0","5062.0","525.0","64","120","0.0",Normal,"21,40",Não,Não,Não,Não,Não,Sim,Não Residencial
"7359",F,F,"0070630458","1","1970","60.0","233.0","60.0","39","40","0.0",Normal,"4,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"7360",F,F,"0080680013","1","1970","237.0","200.0","200.0","8","10","0.0",Normal,"6,45",Não,Não,Não,Não,Não,Sim,Não Residencial
"7361",F,F,"0080890170","1","1969","19.0","79.0","19.0","42","30","0.0",Normal,"3,15",Não,Não,Em processo,Não,Não,Sim,Não Residencial
"7362",F,F,"0080890171","1","1969","21.0","77.0","20.0","37","30","0.0",Normal,"3,10",Não,Não,Em processo,Não,Não,Sim,Não Residencial
"7363",F,F,"0080580000","2","1939","1007.0","265.0","805.0","8","70","0.0",Normal,"17,50",Não,Não,Não,Não,Não,Não,Uso Misto
"7364",F,F,"0080890027","1","1939","92.0","80.0","80.0","9","10","1.0",De esquina,"9,00",Não,Não,Em processo,Não,Não,Sim,Não Residencial
"7365",F,F,"0060080000","2","1974","367.0","257.0","329.0","14","150","0.0",Normal,"11,75",Não,Não,Sim,Não,Não,Não,Não Residencial
"7367",F,F,"0060080000","2","1974","367.0","257.0","329.0","14","150","0.0",Normal,"11,75",Não,Não,Sim,Não,Não,Não,Não Residencial
"7368",F,F,"0060080000","2","1974","367.0","257.0","329.0","14","150","0.0",Normal,"11,75",Não,Não,Sim,Não,Não,Não,Não Residencial
"7369",F,F,"0060080000","2","1974","367.0","257.0","329.0","14","150","0.0",Normal,"11,75",Não,Não,Sim,Não,Não,Não,Não Residencial
"7370",F,F,"0060080000","2","1974","367.0","257.0","329.0","14","150","0.0",Normal,"11,75",Não,Não,Sim,Não,Não,Não,Não Residencial
"7371",F,F,"0010540229","1","1977","1136.0","8473.0","1100.0","75","190","1.0",De esquina,"20,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"7372",F,F,"0060080003","1","1954","571.0","7000.0","571.0","123","160","0.0",Normal,"13,85",Não,Não,Não,Não,Sim,Sim,Não Residencial
"7373",F,F,"0010540000","1","1971","247.0","179.0","247.0","14","170","0.0",Normal,"17,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"7374",F,F,"0010540000","1","1971","247.0","179.0","247.0","14","170","0.0",Normal,"17,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"7375",F,F,"0060330013","1","1985","353.0","917.0","282.0","26","20","0.0",Normal,"10,20",Não,Não,Não,Não,Não,Sim,Não Residencial
"7377",F,F,"0060500029","1","1975","138.0","201.0","65.0","15","10","0.0",Normal,"6,00",Não,Não,Não,Não,Não,Sim,Residencial
"7378",F,F,"0060230000","2","1970","225.0","80.0","225.0","7","170","0.0",Normal,"15,80",Não,Não,Sim,Não,Não,Não,Não Residencial
"7380",F,F,"0060500604","1","1981","605.0","590.0","344.0","10","20","2.0",De duas ou mais,"25,05",Não,Não,Não,Não,Não,Sim,Não Residencial
"7381",F,F,"0060330000","2","1977","1439.0","457.0","1089.0","10","240","2.0",De esquina,"0,00",Não,Não,Não,Não,Não,Não,Não Residencial
"7382",F,F,"0060500043","1","1951","329.0","840.0","280.0","26","30","0.0",Normal,"13,10",Não,Não,Não,Não,Não,Sim,Residencial
"7383",F,F,"0060330000","2","1977","1439.0","457.0","1089.0","10","240","2.0",De esquina,"0,00",Não,Não,Não,Não,Não,Não,Não Residencial
"7384",F,F,"0060500408","1","1992","256.0","891.0","212.0","35","50","0.0",Normal,"13,20",Não,Não,Não,Não,Não,Sim,Não Residencial
"7385",F,F,"0060230000","2","1970","225.0","80.0","225.0","7","170","0.0",Normal,"15,80",Não,Não,Sim,Não,Não,Não,Não Residencial
"7387",F,F,"0070810089","1","1965","396.0","4750.0","310.0","120","140","0.0",Normal,"11,85",Não,Não,Não,Não,Não,Sim,Não Residencial
"7391",F,F,"0010550255","1","1965","750.0","1395.0","747.0","19","40","1.0",De esquina,"39,80",Não,Não,Não,Não,Não,Sim,Não Residencial
"7393",F,F,"0080890175","1","1969","22.0","79.0","20.0","36","30","0.0",Normal,"3,10",Não,Não,Em processo,Não,Não,Sim,Não Residencial
"7395",F,F,"0050160000","1","1988","590.0","65.0","260.0","1","140","0.0",Normal,"12,95",Não,Não,Sim,Não,Não,Sim,Residencial
"7396",F,F,"0080710000","2","1959","320.0","204.0","320.0","19","20","1.0",De esquina,"18,20",Não,Não,Não,Não,Não,Não,Uso Misto
"7400",F,F,"0050160000","1","1988","590.0","65.0","260.0","1","140","0.0",Normal,"12,95",Não,Não,Sim,Não,Não,Sim,Residencial
"7401",F,F,"0050160019","1","1929","66.0","60.0","60.0","9","10","0.0",Normal,"6,00",Não,Não,Não,Não,Não,Sim,Residencial
"7402",F,F,"0080890177","1","1969","22.0","80.0","20.0","36","30","0.0",Normal,"3,10",Não,Não,Em processo,Não,Não,Sim,Não Residencial
"7403",F,F,"0080730127","1","0","4119.0","0.0","0.0","0","0","1.0",De esquina,"47,75",Não,Não,Não,Não,Não,Sim,Terreno
"7404",F,F,"0050160020","1","1929","64.0","60.0","60.0","9","10","0.0",Normal,"5,90",Não,Não,Não,Não,Não,Sim,Residencial
"7405",F,F,"0080890172","1","1969","21.0","77.0","20.0","37","30","0.0",Normal,"3,10",Não,Não,Em processo,Não,Não,Sim,Não Residencial
"7406",F,F,"0050160008","1","1939","225.0","140.0","140.0","6","10","0.0",Normal,"5,60",Não,Não,Não,Não,Não,Sim,Não Residencial
"7407",F,F,"0050160016","1","1929","61.0","120.0","60.0","20","20","1.0",De esquina,"18,75",Não,Não,Não,Não,Não,Sim,Residencial
"7408",F,F,"0050160201","1","0","1492.0","0.0","0.0","0","0","1.0",De esquina,"37,00",Não,Não,Não,Não,Não,Sim,Terreno
"7411",F,F,"0080910552","1","1978","594.0","1146.0","573.0","19","20","0.0",Normal,"17,17",Não,Não,Não,Não,Não,Sim,Não Residencial
"7413",F,F,"0080890179","1","1969","22.0","81.0","20.0","37","30","0.0",Normal,"3,10",Não,Não,Em processo,Não,Não,Sim,Não Residencial
"7414",F,F,"0080910016","1","1978","649.0","9582.0","630.0","148","190","0.0",Normal,"15,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"7416",F,F,"0080890176","1","1969","22.0","79.0","20.0","36","30","0.0",Normal,"3,10",Não,Não,Em processo,Não,Não,Sim,Não Residencial
"7417",F,F,"0050160034","1","1982","749.0","1905.0","626.0","25","30","1.0",De esquina,"21,00",Não,Não,Sim,Não,Não,Sim,Não Residencial
"7418",F,F,"0080890178","1","1969","22.0","80.0","20.0","36","30","0.0",Normal,"3,10",Não,Não,Em processo,Não,Não,Sim,Não Residencial
"7419",F,F,"0080890174","1","1969","21.0","78.0","20.0","37","30","0.0",Normal,"3,10",Não,Não,Em processo,Não,Não,Sim,Não Residencial
"7420",F,F,"0050160200","1","1979","394.0","381.0","300.0","10","10","1.0",De esquina,"26,00",Não,Não,Não,Não,Sim,Sim,Não Residencial
"7421",F,F,"0080710000","2","1959","320.0","204.0","320.0","19","20","1.0",De esquina,"18,20",Não,Não,Não,Não,Não,Não,Uso Misto
"7422",F,F,"0080890173","1","1969","20.0","78.0","20.0","39","30","0.0",Normal,"3,10",Não,Não,Não,Não,Não,Sim,Não Residencial
"7423",F,F,"0050160007","1","1919","223.0","400.0","223.0","18","20","0.0",Normal,"5,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"7424",F,F,"0050160017","1","1929","57.0","50.0","50.0","9","10","1.0",De esquina,"8,00",Não,Não,Não,Não,Não,Sim,Residencial
"7425",F,F,"0060480027","1","1949","75.0","100.0","50.0","13","20","0.0",Normal,"5,00",Não,Não,Não,Não,Não,Sim,Residencial
"7426",F,F,"0070830011","1","1979","360.0","464.0","360.0","13","20","2.0",De duas ou mais,"18,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"7427",F,F,"0010570000","1","1954","470.0","814.0","450.0","35","50","0.0",Normal,"11,00",Não,Não,Sim,Não,Não,Sim,Não Residencial
"7428",F,F,"0060090006","1","1944","370.0","965.0","370.0","26","30","0.0",Normal,"7,25",Não,Não,Sim,Não,Não,Sim,Não Residencial
"7429",F,F,"0010570013","1","1963","260.0","1196.0","228.0","46","60","0.0",Normal,"6,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"7430",F,F,"0010570221","1","1990","105.0","426.0","96.0","41","30","0.0",Lote encravado,"0,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"7431",F,F,"0060240075","1","1965","134.0","797.0","104.0","59","100","0.0",Normal,"3,60",Não,Não,Não,Não,Não,Sim,Não Residencial
"7433",F,F,"0010190072","1","1968","368.0","498.0","368.0","14","20","0.0",Normal,"11,70",Não,Não,Não,Não,Não,Sim,Não Residencial
"7434",F,F,"0080680022","1","1919","260.0","400.0","200.0","15","20","1.0",De esquina,"21,00",Não,Não,Em processo,Não,Não,Sim,Não Residencial
"7435",F,F,"0070610007","1","1964","272.0","640.0","213.0","24","30","0.0",Normal,"8,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"7436",F,F,"0080830099","1","1919","299.0","560.0","280.0","19","20","1.0",De esquina,"10,80",Não,Não,Não,Não,Não,Sim,Não Residencial
"7438",F,F,"0080570029","1","1941","125.0","289.0","101.0","23","30","0.0",Normal,"4,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"7439",F,F,"0060620011","1","1967","139.0","139.0","139.0","10","10","1.0",De esquina,"15,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"7442",F,F,"0060470038","1","1986","49.0","89.0","45.0","18","20","0.0",Terreno interno,"4,87",Não,Não,Não,Não,Não,Sim,Residencial
"7443",F,F,"0060150000","2","1940","363.0","226.0","300.0","12","110","0.0",Normal,"23,00",Não,Não,Sim,Não,Não,Não,Não Residencial
"7444",F,F,"0060300018","1","1970","425.0","2000.0","400.0","47","50","1.0",De esquina,"13,88",Não,Não,Não,Não,Não,Sim,Não Residencial
"7446",F,F,"0080650012","1","1949","288.0","600.0","220.0","21","30","0.0",Normal,"6,60",Sim,Não,Não,Não,Não,Sim,Não Residencial
"7447",F,F,"0080950001","1","1978","2370.0","24994.0","2370.0","105","30","3.0",De esquina,"0,00",Não,Não,Não,Não,Sim,Sim,Não Residencial
"7448",F,F,"0010190080","1","0","312.0","0.0","0.0","0","0","0.0",Normal,"7,90",Não,Não,Não,Não,Não,Sim,Terreno
"7449",F,F,"0050350024","1","1976","969.0","6739.0","570.0","70","120","0.0",Normal,"19,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"7450",F,F,"0060680014","1","1944","60.0","111.0","56.0","19","20","0.0",Normal,"3,70",Não,Não,Não,Não,Não,Sim,Residencial
"7452",F,F,"0060380005","1","1954","175.0","600.0","150.0","34","40","0.0",Normal,"7,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"7453",F,F,"0080740013","1","1977","181.0","392.0","181.0","22","20","0.0",Normal,"5,55",Não,Não,Não,Não,Não,Sim,Não Residencial
"7454",F,F,"0070490449","1","1970","244.0","290.0","244.0","12","20","0.0",Normal,"7,85",Não,Não,Não,Não,Não,Sim,Não Residencial
"7460",F,F,"0010190023","1","1939","304.0","500.0","250.0","16","20","0.0",Normal,"8,00",Não,Não,Sim,Não,Não,Sim,Uso Misto
"7461",F,F,"0070500010","1","1929","180.0","200.0","150.0","11","10","0.0",Normal,"6,00",Não,Não,Sim,Não,Não,Sim,Não Residencial
"7465",F,F,"0050240050","1","1973","604.0","6604.0","604.0","109","110","1.0",De esquina,"31,25",Não,Não,Sim,Não,Sim,Sim,Não Residencial
"7466",F,F,"0080540195","1","1980","110.0","110.0","110.0","10","10","0.0",Normal,"5,40",Não,Não,Não,Não,Não,Sim,Não Residencial
"7467",F,F,"0070670004","1","1967","248.0","200.0","120.0","8","20","0.0",Normal,"7,65",Não,Não,Não,Não,Não,Sim,Não Residencial
"7469",F,F,"0080790000","3","1942","829.0","112.0","600.0","4","80","0.0",Normal,"23,66",Não,Não,Não,Não,Não,Não,Uso Misto
"7470",F,F,"0060620020","1","0","1200.0","0.0","0.0","0","0","2.0",De esquina,"0,00",Não,Não,Não,Não,Sim,Sim,Terreno
"7473",F,F,"0060250000","1","1946","600.0","190.0","540.0","6","130","0.0",Normal,"15,10",Não,Não,Sim,Não,Não,Sim,Não Residencial
"7476",F,F,"0060390012","1","1954","339.0","400.0","250.0","12","20","0.0",Normal,"11,73",Não,Não,Sim,Não,Não,Sim,Residencial
"7477",F,F,"0060480009","1","1964","375.0","300.0","150.0","8","20","0.0",Normal,"7,50",Não,Não,Não,Não,Não,Sim,Residencial
"7478",F,F,"0060470125","1","1959","98.0","126.0","65.0","13","20","0.0",Normal,"5,00",Não,Não,Não,Não,Não,Sim,Residencial
"7479",F,F,"0060730009","1","1939","109.0","180.0","90.0","17","20","0.0",Normal,"5,00",Não,Não,Sim,Não,Não,Sim,Uso Misto
"7480",F,F,"0060480000","1","1949","84.0","86.0","84.0","10","30","1.0",De esquina,"6,80",Não,Não,Não,Não,Não,Sim,Residencial
"7481",F,F,"0070630455","1","1970","61.0","329.0","61.0","54","40","0.0",Normal,"8,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"7483",F,F,"0080770010","1","0","85.0","0.0","0.0","0","0","1.0",De esquina,"6,20",Não,Não,Não,Não,Sim,Sim,Terreno
"7484",F,F,"0060080032","1","1929","90.0","250.0","90.0","28","50","1.0",De esquina,"19,00",Não,Não,Sim,Não,Não,Sim,Não Residencial
"7485",F,F,"0060210675","1","1965","1631.0","27108.0","1465.0","166","220","1.0",De esquina,"52,10",Não,Não,Sim,Não,Não,Sim,Não Residencial
"7486",F,F,"0080770009","1","0","56.0","0.0","0.0","0","0","0.0",Normal,"6,00",Não,Não,Não,Não,Sim,Sim,Terreno
"7487",F,F,"0060390028","1","1949","70.0","120.0","60.0","17","20","0.0",Normal,"6,10",Não,Não,Sim,Não,Não,Sim,Residencial
